,date_time,Appliances
64,2016-01-12 03:40:00,50
65,2016-01-12 03:50:00,50
66,2016-01-12 04:00:00,40
67,2016-01-12 04:10:00,50
68,2016-01-12 04:20:00,40
69,2016-01-12 04:30:00,40
70,2016-01-12 04:40:00,40
71,2016-01-12 04:50:00,60
72,2016-01-12 05:00:00,50
73,2016-01-12 05:10:00,50
74,2016-01-12 05:20:00,40
75,2016-01-12 05:30:00,40
76,2016-01-12 05:40:00,40
77,2016-01-12 05:50:00,40
78,2016-01-12 06:00:00,50
79,2016-01-12 06:10:00,70
80,2016-01-12 06:20:00,40
81,2016-01-12 06:30:00,30
82,2016-01-12 06:40:00,20
83,2016-01-12 06:50:00,30
84,2016-01-12 07:00:00,40
85,2016-01-12 07:10:00,50
86,2016-01-12 07:20:00,60
87,2016-01-12 07:30:00,60
88,2016-01-12 07:40:00,70
89,2016-01-12 07:50:00,60
90,2016-01-12 08:00:00,140
91,2016-01-12 08:10:00,110
92,2016-01-12 08:20:00,90
93,2016-01-12 08:30:00,60
94,2016-01-12 08:40:00,60
95,2016-01-12 08:50:00,60
96,2016-01-12 09:00:00,50
97,2016-01-12 09:10:00,60
98,2016-01-12 09:20:00,50
99,2016-01-12 09:30:00,30
100,2016-01-12 09:40:00,40
101,2016-01-12 09:50:00,30
102,2016-01-12 10:00:00,260
103,2016-01-12 10:10:00,500
104,2016-01-12 10:20:00,450
105,2016-01-12 10:30:00,50
106,2016-01-12 10:40:00,60
107,2016-01-12 10:50:00,60
108,2016-01-12 11:00:00,50
109,2016-01-12 11:10:00,50
110,2016-01-12 11:20:00,50
111,2016-01-12 11:30:00,60
112,2016-01-12 11:40:00,60
113,2016-01-12 11:50:00,60
114,2016-01-12 12:00:00,60
115,2016-01-12 12:10:00,190
116,2016-01-12 12:20:00,220
117,2016-01-12 12:30:00,170
118,2016-01-12 12:40:00,390
119,2016-01-12 12:50:00,90
120,2016-01-12 13:00:00,60
121,2016-01-12 13:10:00,290
122,2016-01-12 13:20:00,130
123,2016-01-12 13:30:00,140
124,2016-01-12 13:40:00,240
125,2016-01-12 13:50:00,50
126,2016-01-12 14:00:00,60
127,2016-01-12 14:10:00,60
128,2016-01-12 14:20:00,60
129,2016-01-12 14:30:00,370
130,2016-01-12 14:40:00,200
131,2016-01-12 14:50:00,70
132,2016-01-12 15:00:00,50
133,2016-01-12 15:10:00,40
134,2016-01-12 15:20:00,40
135,2016-01-12 15:30:00,30
136,2016-01-12 15:40:00,30
137,2016-01-12 15:50:00,30
138,2016-01-12 16:00:00,30
139,2016-01-12 16:10:00,40
140,2016-01-12 16:20:00,50
141,2016-01-12 16:30:00,40
142,2016-01-12 16:40:00,40
143,2016-01-12 16:50:00,40
144,2016-01-12 17:00:00,60
145,2016-01-12 17:10:00,60
146,2016-01-12 17:20:00,210
147,2016-01-12 17:30:00,380
148,2016-01-12 17:40:00,370
149,2016-01-12 17:50:00,230
150,2016-01-12 18:00:00,80
151,2016-01-12 18:10:00,90
152,2016-01-12 18:20:00,70
153,2016-01-12 18:30:00,40
154,2016-01-12 18:40:00,40
155,2016-01-12 18:50:00,30
156,2016-01-12 19:00:00,50
157,2016-01-12 19:10:00,50
158,2016-01-12 19:20:00,60
159,2016-01-12 19:30:00,50
160,2016-01-12 19:40:00,60
161,2016-01-12 19:50:00,60
162,2016-01-12 20:00:00,60
163,2016-01-12 20:10:00,50
164,2016-01-12 20:20:00,50
165,2016-01-12 20:30:00,50
166,2016-01-12 20:40:00,50
167,2016-01-12 20:50:00,50
168,2016-01-12 21:00:00,60
169,2016-01-12 21:10:00,60
170,2016-01-12 21:20:00,40
171,2016-01-12 21:30:00,30
172,2016-01-12 21:40:00,30
173,2016-01-12 21:50:00,30
174,2016-01-12 22:00:00,40
175,2016-01-12 22:10:00,50
176,2016-01-12 22:20:00,50
177,2016-01-12 22:30:00,50
178,2016-01-12 22:40:00,40
179,2016-01-12 22:50:00,50
180,2016-01-12 23:00:00,40
181,2016-01-12 23:10:00,40
182,2016-01-12 23:20:00,40
183,2016-01-12 23:30:00,40
184,2016-01-12 23:40:00,50
185,2016-01-12 23:50:00,50
186,2016-01-13 00:00:00,50
187,2016-01-13 00:10:00,30
188,2016-01-13 00:20:00,20
189,2016-01-13 00:30:00,30
190,2016-01-13 00:40:00,20
191,2016-01-13 00:50:00,40
192,2016-01-13 01:00:00,50
193,2016-01-13 01:10:00,60
194,2016-01-13 01:20:00,50
195,2016-01-13 01:30:00,40
196,2016-01-13 01:40:00,40
197,2016-01-13 01:50:00,50
198,2016-01-13 02:00:00,40
199,2016-01-13 02:10:00,40
200,2016-01-13 02:20:00,50
201,2016-01-13 02:30:00,50
202,2016-01-13 02:40:00,50
203,2016-01-13 02:50:00,40
204,2016-01-13 03:00:00,30
205,2016-01-13 03:10:00,20
206,2016-01-13 03:20:00,20
207,2016-01-13 03:30:00,20
208,2016-01-13 03:40:00,50
209,2016-01-13 03:50:00,50
210,2016-01-13 04:00:00,50
211,2016-01-13 04:10:00,40
212,2016-01-13 04:20:00,40
213,2016-01-13 04:30:00,50
214,2016-01-13 04:40:00,40
215,2016-01-13 04:50:00,50
216,2016-01-13 05:00:00,50
217,2016-01-13 05:10:00,50
218,2016-01-13 05:20:00,40
219,2016-01-13 05:30:00,40
220,2016-01-13 05:40:00,50
221,2016-01-13 05:50:00,20
222,2016-01-13 06:00:00,20
223,2016-01-13 06:10:00,50
224,2016-01-13 06:20:00,30
225,2016-01-13 06:30:00,50
226,2016-01-13 06:40:00,50
227,2016-01-13 06:50:00,200
228,2016-01-13 07:00:00,110
229,2016-01-13 07:10:00,80
230,2016-01-13 07:20:00,50
231,2016-01-13 07:30:00,50
232,2016-01-13 07:40:00,50
233,2016-01-13 07:50:00,40
234,2016-01-13 08:00:00,40
235,2016-01-13 08:10:00,30
236,2016-01-13 08:20:00,180
237,2016-01-13 08:30:00,350
238,2016-01-13 08:40:00,350
239,2016-01-13 08:50:00,300
240,2016-01-13 09:00:00,400
241,2016-01-13 09:10:00,390
242,2016-01-13 09:20:00,290
243,2016-01-13 09:30:00,60
244,2016-01-13 09:40:00,70
245,2016-01-13 09:50:00,110
246,2016-01-13 10:00:00,90
247,2016-01-13 10:10:00,60
248,2016-01-13 10:20:00,70
249,2016-01-13 10:30:00,80
250,2016-01-13 10:40:00,60
251,2016-01-13 10:50:00,40
252,2016-01-13 11:00:00,30
253,2016-01-13 11:10:00,70
254,2016-01-13 11:20:00,50
255,2016-01-13 11:30:00,80
256,2016-01-13 11:40:00,80
257,2016-01-13 11:50:00,50
258,2016-01-13 12:00:00,40
259,2016-01-13 12:10:00,50
260,2016-01-13 12:20:00,40
261,2016-01-13 12:30:00,40
262,2016-01-13 12:40:00,50
263,2016-01-13 12:50:00,30
264,2016-01-13 13:00:00,30
265,2016-01-13 13:10:00,20
266,2016-01-13 13:20:00,20
267,2016-01-13 13:30:00,50
268,2016-01-13 13:40:00,40
269,2016-01-13 13:50:00,50
270,2016-01-13 14:00:00,40
271,2016-01-13 14:10:00,60
272,2016-01-13 14:20:00,40
273,2016-01-13 14:30:00,40
274,2016-01-13 14:40:00,50
275,2016-01-13 14:50:00,40
276,2016-01-13 15:00:00,40
277,2016-01-13 15:10:00,30
278,2016-01-13 15:20:00,30
279,2016-01-13 15:30:00,30
280,2016-01-13 15:40:00,40
281,2016-01-13 15:50:00,80
282,2016-01-13 16:00:00,70
283,2016-01-13 16:10:00,80
284,2016-01-13 16:20:00,70
285,2016-01-13 16:30:00,80
286,2016-01-13 16:40:00,80
287,2016-01-13 16:50:00,100
288,2016-01-13 17:00:00,90
289,2016-01-13 17:10:00,100
290,2016-01-13 17:20:00,90
291,2016-01-13 17:30:00,110
292,2016-01-13 17:40:00,90
293,2016-01-13 17:50:00,100
294,2016-01-13 18:00:00,100
295,2016-01-13 18:10:00,110
296,2016-01-13 18:20:00,100
297,2016-01-13 18:30:00,90
298,2016-01-13 18:40:00,90
299,2016-01-13 18:50:00,180
300,2016-01-13 19:00:00,140
301,2016-01-13 19:10:00,100
302,2016-01-13 19:20:00,110
303,2016-01-13 19:30:00,340
304,2016-01-13 19:40:00,380
305,2016-01-13 19:50:00,210
306,2016-01-13 20:00:00,150
307,2016-01-13 20:10:00,330
308,2016-01-13 20:20:00,420
309,2016-01-13 20:30:00,330
310,2016-01-13 20:40:00,130
311,2016-01-13 20:50:00,130
312,2016-01-13 21:00:00,110
313,2016-01-13 21:10:00,250
314,2016-01-13 21:20:00,520
315,2016-01-13 21:30:00,360
316,2016-01-13 21:40:00,330
317,2016-01-13 21:50:00,310
318,2016-01-13 22:00:00,270
319,2016-01-13 22:10:00,230
320,2016-01-13 22:20:00,170
321,2016-01-13 22:30:00,60
322,2016-01-13 22:40:00,30
323,2016-01-13 22:50:00,30
324,2016-01-13 23:00:00,30
325,2016-01-13 23:10:00,40
326,2016-01-13 23:20:00,50
327,2016-01-13 23:30:00,50
328,2016-01-13 23:40:00,40
329,2016-01-13 23:50:00,40
330,2016-01-14 00:00:00,50
331,2016-01-14 00:10:00,50
332,2016-01-14 00:20:00,40
333,2016-01-14 00:30:00,60
334,2016-01-14 00:40:00,40
335,2016-01-14 00:50:00,40
336,2016-01-14 01:00:00,50
337,2016-01-14 01:10:00,40
338,2016-01-14 01:20:00,30
339,2016-01-14 01:30:00,30
340,2016-01-14 01:40:00,30
341,2016-01-14 01:50:00,40
342,2016-01-14 02:00:00,40
343,2016-01-14 02:10:00,50
344,2016-01-14 02:20:00,40
345,2016-01-14 02:30:00,40
346,2016-01-14 02:40:00,40
347,2016-01-14 02:50:00,50
348,2016-01-14 03:00:00,50
349,2016-01-14 03:10:00,50
350,2016-01-14 03:20:00,40
351,2016-01-14 03:30:00,50
352,2016-01-14 03:40:00,40
353,2016-01-14 03:50:00,40
354,2016-01-14 04:00:00,20
355,2016-01-14 04:10:00,30
356,2016-01-14 04:20:00,30
357,2016-01-14 04:30:00,40
358,2016-01-14 04:40:00,50
359,2016-01-14 04:50:00,40
360,2016-01-14 05:00:00,40
361,2016-01-14 05:10:00,50
362,2016-01-14 05:20:00,40
363,2016-01-14 05:30:00,50
364,2016-01-14 05:40:00,50
365,2016-01-14 05:50:00,40
366,2016-01-14 06:00:00,50
367,2016-01-14 06:10:00,40
368,2016-01-14 06:20:00,40
369,2016-01-14 06:30:00,40
370,2016-01-14 06:40:00,40
371,2016-01-14 06:50:00,30
372,2016-01-14 07:00:00,70
373,2016-01-14 07:10:00,360
374,2016-01-14 07:20:00,400
375,2016-01-14 07:30:00,70
376,2016-01-14 07:40:00,70
377,2016-01-14 07:50:00,390
378,2016-01-14 08:00:00,100
379,2016-01-14 08:10:00,80
380,2016-01-14 08:20:00,70
381,2016-01-14 08:30:00,170
382,2016-01-14 08:40:00,360
383,2016-01-14 08:50:00,180
384,2016-01-14 09:00:00,130
385,2016-01-14 09:10:00,70
386,2016-01-14 09:20:00,70
387,2016-01-14 09:30:00,180
388,2016-01-14 09:40:00,170
389,2016-01-14 09:50:00,390
390,2016-01-14 10:00:00,420
391,2016-01-14 10:10:00,340
392,2016-01-14 10:20:00,550
393,2016-01-14 10:30:00,690
394,2016-01-14 10:40:00,620
395,2016-01-14 10:50:00,610
396,2016-01-14 11:00:00,490
397,2016-01-14 11:10:00,260
398,2016-01-14 11:20:00,240
399,2016-01-14 11:30:00,220
400,2016-01-14 11:40:00,130
401,2016-01-14 11:50:00,90
402,2016-01-14 12:00:00,290
403,2016-01-14 12:10:00,410
404,2016-01-14 12:20:00,320
405,2016-01-14 12:30:00,260
406,2016-01-14 12:40:00,210
407,2016-01-14 12:50:00,210
408,2016-01-14 13:00:00,140
409,2016-01-14 13:10:00,60
410,2016-01-14 13:20:00,50
411,2016-01-14 13:30:00,60
412,2016-01-14 13:40:00,50
413,2016-01-14 13:50:00,60
414,2016-01-14 14:00:00,140
415,2016-01-14 14:10:00,270
416,2016-01-14 14:20:00,200
417,2016-01-14 14:30:00,60
418,2016-01-14 14:40:00,50
419,2016-01-14 14:50:00,60
420,2016-01-14 15:00:00,80
421,2016-01-14 15:10:00,50
422,2016-01-14 15:20:00,40
423,2016-01-14 15:30:00,50
424,2016-01-14 15:40:00,50
425,2016-01-14 15:50:00,40
426,2016-01-14 16:00:00,30
427,2016-01-14 16:10:00,30
428,2016-01-14 16:20:00,200
429,2016-01-14 16:30:00,450
430,2016-01-14 16:40:00,400
431,2016-01-14 16:50:00,740
432,2016-01-14 17:00:00,910
433,2016-01-14 17:10:00,610
434,2016-01-14 17:20:00,510
435,2016-01-14 17:30:00,190
436,2016-01-14 17:40:00,110
437,2016-01-14 17:50:00,100
438,2016-01-14 18:00:00,90
439,2016-01-14 18:10:00,110
440,2016-01-14 18:20:00,100
441,2016-01-14 18:30:00,110
442,2016-01-14 18:40:00,100
443,2016-01-14 18:50:00,790
444,2016-01-14 19:00:00,380
445,2016-01-14 19:10:00,360
446,2016-01-14 19:20:00,360
447,2016-01-14 19:30:00,100
448,2016-01-14 19:40:00,100
449,2016-01-14 19:50:00,90
450,2016-01-14 20:00:00,90
451,2016-01-14 20:10:00,110
452,2016-01-14 20:20:00,140
453,2016-01-14 20:30:00,110
454,2016-01-14 20:40:00,100
455,2016-01-14 20:50:00,110
456,2016-01-14 21:00:00,130
457,2016-01-14 21:10:00,140
458,2016-01-14 21:20:00,130
459,2016-01-14 21:30:00,120
460,2016-01-14 21:40:00,100
461,2016-01-14 21:50:00,80
462,2016-01-14 22:00:00,50
463,2016-01-14 22:10:00,50
464,2016-01-14 22:20:00,50
465,2016-01-14 22:30:00,40
466,2016-01-14 22:40:00,50
467,2016-01-14 22:50:00,50
468,2016-01-14 23:00:00,50
469,2016-01-14 23:10:00,40
470,2016-01-14 23:20:00,30
471,2016-01-14 23:30:00,30
472,2016-01-14 23:40:00,40
473,2016-01-14 23:50:00,40
474,2016-01-15 00:00:00,50
475,2016-01-15 00:10:00,60
476,2016-01-15 00:20:00,50
477,2016-01-15 00:30:00,60
478,2016-01-15 00:40:00,50
479,2016-01-15 00:50:00,50
480,2016-01-15 01:00:00,50
481,2016-01-15 01:10:00,50
482,2016-01-15 01:20:00,50
483,2016-01-15 01:30:00,50
484,2016-01-15 01:40:00,60
485,2016-01-15 01:50:00,50
486,2016-01-15 02:00:00,50
487,2016-01-15 02:10:00,50
488,2016-01-15 02:20:00,50
489,2016-01-15 02:30:00,40
490,2016-01-15 02:40:00,50
491,2016-01-15 02:50:00,40
492,2016-01-15 03:00:00,30
493,2016-01-15 03:10:00,40
494,2016-01-15 03:20:00,30
495,2016-01-15 03:30:00,60
496,2016-01-15 03:40:00,50
497,2016-01-15 03:50:00,50
498,2016-01-15 04:00:00,40
499,2016-01-15 04:10:00,50
500,2016-01-15 04:20:00,60
501,2016-01-15 04:30:00,50
502,2016-01-15 04:40:00,50
503,2016-01-15 04:50:00,50
504,2016-01-15 05:00:00,50
505,2016-01-15 05:10:00,40
506,2016-01-15 05:20:00,50
507,2016-01-15 05:30:00,50
508,2016-01-15 05:40:00,50
509,2016-01-15 05:50:00,60
510,2016-01-15 06:00:00,50
511,2016-01-15 06:10:00,40
512,2016-01-15 06:20:00,50
513,2016-01-15 06:30:00,50
514,2016-01-15 06:40:00,50
515,2016-01-15 06:50:00,30
516,2016-01-15 07:00:00,70
517,2016-01-15 07:10:00,50
518,2016-01-15 07:20:00,50
519,2016-01-15 07:30:00,50
520,2016-01-15 07:40:00,50
521,2016-01-15 07:50:00,40
522,2016-01-15 08:00:00,50
523,2016-01-15 08:10:00,50
524,2016-01-15 08:20:00,150
525,2016-01-15 08:30:00,390
526,2016-01-15 08:40:00,390
527,2016-01-15 08:50:00,380
528,2016-01-15 09:00:00,400
529,2016-01-15 09:10:00,370
530,2016-01-15 09:20:00,310
531,2016-01-15 09:30:00,40
532,2016-01-15 09:40:00,50
533,2016-01-15 09:50:00,70
534,2016-01-15 10:00:00,60
535,2016-01-15 10:10:00,90
536,2016-01-15 10:20:00,60
537,2016-01-15 10:30:00,60
538,2016-01-15 10:40:00,100
539,2016-01-15 10:50:00,380
540,2016-01-15 11:00:00,390
541,2016-01-15 11:10:00,130
542,2016-01-15 11:20:00,60
543,2016-01-15 11:30:00,60
544,2016-01-15 11:40:00,50
545,2016-01-15 11:50:00,60
546,2016-01-15 12:00:00,60
547,2016-01-15 12:10:00,240
548,2016-01-15 12:20:00,80
549,2016-01-15 12:30:00,80
550,2016-01-15 12:40:00,400
551,2016-01-15 12:50:00,400
552,2016-01-15 13:00:00,460
553,2016-01-15 13:10:00,170
554,2016-01-15 13:20:00,210
555,2016-01-15 13:30:00,190
556,2016-01-15 13:40:00,70
557,2016-01-15 13:50:00,80
558,2016-01-15 14:00:00,60
559,2016-01-15 14:10:00,70
560,2016-01-15 14:20:00,60
561,2016-01-15 14:30:00,70
562,2016-01-15 14:40:00,60
563,2016-01-15 14:50:00,60
564,2016-01-15 15:00:00,60
565,2016-01-15 15:10:00,60
566,2016-01-15 15:20:00,60
567,2016-01-15 15:30:00,50
568,2016-01-15 15:40:00,50
569,2016-01-15 15:50:00,60
570,2016-01-15 16:00:00,50
571,2016-01-15 16:10:00,50
572,2016-01-15 16:20:00,70
573,2016-01-15 16:30:00,50
574,2016-01-15 16:40:00,60
575,2016-01-15 16:50:00,60
576,2016-01-15 17:00:00,90
577,2016-01-15 17:10:00,100
578,2016-01-15 17:20:00,90
579,2016-01-15 17:30:00,100
580,2016-01-15 17:40:00,110
581,2016-01-15 17:50:00,100
582,2016-01-15 18:00:00,80
583,2016-01-15 18:10:00,110
584,2016-01-15 18:20:00,260
585,2016-01-15 18:30:00,350
586,2016-01-15 18:40:00,500
587,2016-01-15 18:50:00,370
588,2016-01-15 19:00:00,330
589,2016-01-15 19:10:00,100
590,2016-01-15 19:20:00,110
591,2016-01-15 19:30:00,140
592,2016-01-15 19:40:00,310
593,2016-01-15 19:50:00,330
594,2016-01-15 20:00:00,190
595,2016-01-15 20:10:00,160
596,2016-01-15 20:20:00,160
597,2016-01-15 20:30:00,480
598,2016-01-15 20:40:00,280
599,2016-01-15 20:50:00,130
600,2016-01-15 21:00:00,150
601,2016-01-15 21:10:00,140
602,2016-01-15 21:20:00,130
603,2016-01-15 21:30:00,130
604,2016-01-15 21:40:00,340
605,2016-01-15 21:50:00,490
606,2016-01-15 22:00:00,230
607,2016-01-15 22:10:00,360
608,2016-01-15 22:20:00,410
609,2016-01-15 22:30:00,150
610,2016-01-15 22:40:00,80
611,2016-01-15 22:50:00,80
612,2016-01-15 23:00:00,70
613,2016-01-15 23:10:00,70
614,2016-01-15 23:20:00,70
615,2016-01-15 23:30:00,60
616,2016-01-15 23:40:00,60
617,2016-01-15 23:50:00,50
618,2016-01-16 00:00:00,50
619,2016-01-16 00:10:00,50
620,2016-01-16 00:20:00,30
621,2016-01-16 00:30:00,20
622,2016-01-16 00:40:00,40
623,2016-01-16 00:50:00,50
624,2016-01-16 01:00:00,50
625,2016-01-16 01:10:00,50
626,2016-01-16 01:20:00,60
627,2016-01-16 01:30:00,50
628,2016-01-16 01:40:00,60
629,2016-01-16 01:50:00,50
630,2016-01-16 02:00:00,40
631,2016-01-16 02:10:00,50
632,2016-01-16 02:20:00,50
633,2016-01-16 02:30:00,50
634,2016-01-16 02:40:00,50
635,2016-01-16 02:50:00,40
636,2016-01-16 03:00:00,30
637,2016-01-16 03:10:00,30
638,2016-01-16 03:20:00,40
639,2016-01-16 03:30:00,50
640,2016-01-16 03:40:00,50
641,2016-01-16 03:50:00,50
642,2016-01-16 04:00:00,50
643,2016-01-16 04:10:00,60
644,2016-01-16 04:20:00,50
645,2016-01-16 04:30:00,50
646,2016-01-16 04:40:00,40
647,2016-01-16 04:50:00,50
648,2016-01-16 05:00:00,50
649,2016-01-16 05:10:00,50
650,2016-01-16 05:20:00,50
651,2016-01-16 05:30:00,30
652,2016-01-16 05:40:00,30
653,2016-01-16 05:50:00,30
654,2016-01-16 06:00:00,50
655,2016-01-16 06:10:00,50
656,2016-01-16 06:20:00,40
657,2016-01-16 06:30:00,60
658,2016-01-16 06:40:00,60
659,2016-01-16 06:50:00,50
660,2016-01-16 07:00:00,50
661,2016-01-16 07:10:00,50
662,2016-01-16 07:20:00,220
663,2016-01-16 07:30:00,390
664,2016-01-16 07:40:00,380
665,2016-01-16 07:50:00,390
666,2016-01-16 08:00:00,390
667,2016-01-16 08:10:00,240
668,2016-01-16 08:20:00,40
669,2016-01-16 08:30:00,70
670,2016-01-16 08:40:00,50
671,2016-01-16 08:50:00,50
672,2016-01-16 09:00:00,70
673,2016-01-16 09:10:00,60
674,2016-01-16 09:20:00,70
675,2016-01-16 09:30:00,60
676,2016-01-16 09:40:00,50
677,2016-01-16 09:50:00,60
678,2016-01-16 10:00:00,60
679,2016-01-16 10:10:00,80
680,2016-01-16 10:20:00,100
681,2016-01-16 10:30:00,60
682,2016-01-16 10:40:00,70
683,2016-01-16 10:50:00,60
684,2016-01-16 11:00:00,60
685,2016-01-16 11:10:00,50
686,2016-01-16 11:20:00,50
687,2016-01-16 11:30:00,40
688,2016-01-16 11:40:00,50
689,2016-01-16 11:50:00,70
690,2016-01-16 12:00:00,60
691,2016-01-16 12:10:00,60
692,2016-01-16 12:20:00,80
693,2016-01-16 12:30:00,80
694,2016-01-16 12:40:00,80
695,2016-01-16 12:50:00,90
696,2016-01-16 13:00:00,90
697,2016-01-16 13:10:00,100
698,2016-01-16 13:20:00,80
699,2016-01-16 13:30:00,90
700,2016-01-16 13:40:00,80
701,2016-01-16 13:50:00,80
702,2016-01-16 14:00:00,80
703,2016-01-16 14:10:00,80
704,2016-01-16 14:20:00,90
705,2016-01-16 14:30:00,70
706,2016-01-16 14:40:00,50
707,2016-01-16 14:50:00,60
708,2016-01-16 15:00:00,70
709,2016-01-16 15:10:00,80
710,2016-01-16 15:20:00,70
711,2016-01-16 15:30:00,370
712,2016-01-16 15:40:00,410
713,2016-01-16 15:50:00,250
714,2016-01-16 16:00:00,80
715,2016-01-16 16:10:00,70
716,2016-01-16 16:20:00,70
717,2016-01-16 16:30:00,80
718,2016-01-16 16:40:00,70
719,2016-01-16 16:50:00,80
720,2016-01-16 17:00:00,80
721,2016-01-16 17:10:00,150
722,2016-01-16 17:20:00,380
723,2016-01-16 17:30:00,290
724,2016-01-16 17:40:00,270
725,2016-01-16 17:50:00,420
726,2016-01-16 18:00:00,280
727,2016-01-16 18:10:00,300
728,2016-01-16 18:20:00,350
729,2016-01-16 18:30:00,270
730,2016-01-16 18:40:00,560
731,2016-01-16 18:50:00,1080
732,2016-01-16 19:00:00,750
733,2016-01-16 19:10:00,390
734,2016-01-16 19:20:00,350
735,2016-01-16 19:30:00,340
736,2016-01-16 19:40:00,290
737,2016-01-16 19:50:00,230
738,2016-01-16 20:00:00,120
739,2016-01-16 20:10:00,110
740,2016-01-16 20:20:00,100
741,2016-01-16 20:30:00,110
742,2016-01-16 20:40:00,130
743,2016-01-16 20:50:00,140
744,2016-01-16 21:00:00,110
745,2016-01-16 21:10:00,100
746,2016-01-16 21:20:00,100
747,2016-01-16 21:30:00,110
748,2016-01-16 21:40:00,110
749,2016-01-16 21:50:00,190
750,2016-01-16 22:00:00,450
751,2016-01-16 22:10:00,210
752,2016-01-16 22:20:00,100
753,2016-01-16 22:30:00,90
754,2016-01-16 22:40:00,90
755,2016-01-16 22:50:00,80
756,2016-01-16 23:00:00,70
757,2016-01-16 23:10:00,70
758,2016-01-16 23:20:00,70
759,2016-01-16 23:30:00,60
760,2016-01-16 23:40:00,30
761,2016-01-16 23:50:00,30
762,2016-01-17 00:00:00,30
763,2016-01-17 00:10:00,40
764,2016-01-17 00:20:00,50
765,2016-01-17 00:30:00,60
766,2016-01-17 00:40:00,50
767,2016-01-17 00:50:00,50
768,2016-01-17 01:00:00,50
769,2016-01-17 01:10:00,50
770,2016-01-17 01:20:00,50
771,2016-01-17 01:30:00,50
772,2016-01-17 01:40:00,50
773,2016-01-17 01:50:00,60
774,2016-01-17 02:00:00,50
775,2016-01-17 02:10:00,60
776,2016-01-17 02:20:00,50
777,2016-01-17 02:30:00,40
778,2016-01-17 02:40:00,30
779,2016-01-17 02:50:00,30
780,2016-01-17 03:00:00,30
781,2016-01-17 03:10:00,60
782,2016-01-17 03:20:00,50
783,2016-01-17 03:30:00,60
784,2016-01-17 03:40:00,50
785,2016-01-17 03:50:00,50
786,2016-01-17 04:00:00,50
787,2016-01-17 04:10:00,40
788,2016-01-17 04:20:00,60
789,2016-01-17 04:30:00,50
790,2016-01-17 04:40:00,60
791,2016-01-17 04:50:00,50
792,2016-01-17 05:00:00,50
793,2016-01-17 05:10:00,40
794,2016-01-17 05:20:00,50
795,2016-01-17 05:30:00,50
796,2016-01-17 05:40:00,30
797,2016-01-17 05:50:00,40
798,2016-01-17 06:00:00,30
799,2016-01-17 06:10:00,50
800,2016-01-17 06:20:00,50
801,2016-01-17 06:30:00,40
802,2016-01-17 06:40:00,50
803,2016-01-17 06:50:00,50
804,2016-01-17 07:00:00,170
805,2016-01-17 07:10:00,400
806,2016-01-17 07:20:00,390
807,2016-01-17 07:30:00,370
808,2016-01-17 07:40:00,390
809,2016-01-17 07:50:00,370
810,2016-01-17 08:00:00,380
811,2016-01-17 08:10:00,100
812,2016-01-17 08:20:00,90
813,2016-01-17 08:30:00,470
814,2016-01-17 08:40:00,320
815,2016-01-17 08:50:00,270
816,2016-01-17 09:00:00,260
817,2016-01-17 09:10:00,230
818,2016-01-17 09:20:00,470
819,2016-01-17 09:30:00,400
820,2016-01-17 09:40:00,290
821,2016-01-17 09:50:00,100
